name,page,house,elected,electorate,retired
"Foss, Hon Peter Gilbert da Conceicao",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F595674588C3C4B6482577E50028A5F1?OpenDocument#current,MLC,22 May 1989,East Metropolitan,2005
"Foulkes, John Charles Griffiths",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DC06227A9FAE68CD482577E50028A5F2?OpenDocument#current,MLC MLA,16 July 1894,South-West,1911
"Fox, Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/ABD34D8DD6275CF6482577E50028A5F4?OpenDocument#current,MLA,4 May 1935,South Fremantle,1951
"Francis, Mr Joseph (Joe) Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D07E00D14F40BAA148257C770013E357?OpenDocument#current,MLA,6 September 2008,Jandakot,2017
"Franklin, James Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6DC08F44B181D8C4482577E50028A5F5?OpenDocument#current,MLC,22 May 1928,Metropolitan,1940
"Fraser, Gilbert",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D585CD584DCA6187482577E50028A5F6?OpenDocument#current,MLC,22 May 1928,West,1958
"Fraser, Malcolm",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/17F846281F5EA68548257E5E000683F5?OpenDocument#current,MLC,18 December 1870,Nominated,1890
"Freeman, Ms Janine Marie",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9F022E88214CF86D48257C770013E82E?OpenDocument#current,MLA,6 September 2008,Mirrabooka,
"Gaffy, William James (Frederick)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3350F5CAF72DC03F482577E50028A5F7?OpenDocument#current,MLA,7 April 1956,Canning,1959
"Gale, Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/87C37168E8EB75E548257E5E000836E0?OpenDocument#current,MLC,5 October 1874,Vasse,1878
"Gallop, Dr Geoffrey (Geoff) Ian",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/51EBCC3C64EE2D3F482577E50028A5F8?OpenDocument#current,MLA,7 June 1986,Victoria Park,2006
"Gardiner, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3BEF3F8BBD1DCF39482577E50028A5F9?OpenDocument#current,MLA,24 April 1901,Albany,1921
"Gardiner, Joseph Peter",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CF14B2AB222BFA23482577E50028A5FA?OpenDocument#current,MLA,31 October 1911,Roebourne,1915
"Gardiner, Hon Philip Warren",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1506B8C9DE5471A548257B18001238AB?OpenDocument#current,MLC,22 May 2009,Agricultural,2013
"Garrigan, James Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E4008FA0A5FA6100482577E50028A5FB?OpenDocument#current,MLC,22 May 1954,South-East,1971
"Gawler, Douglas George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/AEF5A2E6C1002291482577E50028A5FC?OpenDocument#current,MLC,23 March 1910,Metropolitan-Suburban,1915
"Gayfer, Harry Walter",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A6D771F8400CB22A482577E50028A5FD?OpenDocument#current,MLA MLC,13 March 1962,Avon,1989
"George, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F455DDEEAF58068B482577E50028A5FF?OpenDocument#current,MLC,22 May 1934,Metropolitan-Suburban,1934
"George, William James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/ACD6604E0AE29758482577E50028A600?OpenDocument#current,MLA,12 February 1895,Murray,1930
"Gibson, Frank Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C02FE681ED89D750482577E50028A601?OpenDocument#current,MLC,12 March 1921,Metropolitan-Suburban,1956
"Giffard, Hon Graham Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9D1D21FD4CD2ABE8482577E50028A603?OpenDocument#current,MLC,7 February 2000,South Metropolitan,2008
"Gifford, Edric Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A600624263559E1048257E5E0012AA5E?OpenDocument#current,MLC,2 November 1880,Nominated,1883
"Gilchrist, Archibald",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0E342E89804531D9482577E50028A604?OpenDocument#current,MLA,4 November 1914,Gascoyne,1917
"Gill, Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/0DDE7F3370C11C98482577E50028A605?OpenDocument#current,MLA,28 June 1904,Balcatta,1914
"Glasheen, William Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7EA2D69320D46194482577E50028A606?OpenDocument#current,MLC,18 July 1925,South-East,1932
"Glowrey, John Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A9F818B232503513482577E50028A607?OpenDocument#current,MLC,5 September 1900,South,1912
"Glyde, George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C542D00445528743482577E50028A608?OpenDocument#current,MLC,8 March 1892,Nominated,1894
"Godfrey, Mrs Glenys Jenolan",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A1057952A0E6A80C48257CB6002AC8A8?OpenDocument#current,MLA,9 March 2013,Belmont,2017
"Goiran, Hon Nicolas (Nick) Pierre",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C0DEF6557C80852848257CB6002BE9E6?OpenDocument#current,MLC,6 September 2008,South Metropolitan,
"Goldsworthy, Roger Tuckfield",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/87457696F700C9D548257E5E0013F7A8?OpenDocument#current,MLC,30 August 1877,Nominated,1880
"Gordon, William Beattie",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/385AFB5CA741169D482577E50028A609?OpenDocument#current,MLA,24 April 1901,South Perth,1911
"Gourley, Hugh Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B75644B7E698F1DC482577E50028A60A?OpenDocument#current,MLA,11 September 1908,Mount Leonora,1911
"Graham, Herbert Ernst",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EFEF312942D1D484482577E50028A60B?OpenDocument#current,MLA,14 August 1943,East Perth,1973
"Graham, Mr Larry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/6A37FF661067606E482577E50028A60C?OpenDocument#current,MLA,4 February 1989,Pilbara,2005
"Graham, Hon Laurie William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BA3CD577E4FBA664482580EB002936ED?OpenDocument#current,MLC,11 March 2017,Agricultural,
"Grant, McKenzie",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D5A4795DF9A1C313482577E50028A60D?OpenDocument#current,MLC,24 December 1890,Nominated,1893
"Gray, Edmund Harry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FD658A16BC88EF47482577E50028A60E?OpenDocument#current,MLC,8 September 1923,West,1947
"Grayden, David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/029207CA48425049482577E50028A60F?OpenDocument#current,MLA,25 March 1950,Nedlands,1953
"Grayden, William Leonard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EAF2BE0F8361E1DB482577E50028A610?OpenDocument#current,MLA,15 March 1947,Middle Swan,1993
"Green, Albert Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D07B03AEB6FB7B28482577E50028A611?OpenDocument#current,MLA,3 October 1911,Kalgoorlie,1921 (WA)
"Gregory, Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E7B28B2FAF71173E482577E50028A612?OpenDocument#current,MLA,4 May 1897,North Coolgardie,1940
"Greig, James Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/F73711598EEB3B85482577E50028A613?OpenDocument#current,MLC,20 April 1916,South-East,1925
"Greig, Robert William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3E3021F9F4A58B10482577E50028A614?OpenDocument#current,MLA,24 October 1987,Darling Range,1989
"Grewar, Geoffrey Royden",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BA74A3E7995D927B482577E50028A615?OpenDocument#current,MLA,30 March 1974,Roe,1983
"Griffith, Arthur Frederick",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9399541FE6B0C426482577E50028A617?OpenDocument#current,MLA MLC,25 March 1950,Canning,1977
"Griffiths, Clive Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B6CE320B6F3DC785482577E50028A618?OpenDocument#current,MLC,22 May 1965,South-East Metropolitan,1997
"Griffiths, Harry Albert (Craven)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/63D4013B49C33CD7482577E50028A619?OpenDocument#current,MLA,21 October 1914,York,1935
"Griffiths, James Baillie (Bailey) [Watts]",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/89B908D722FA224D482577E50028A61A?OpenDocument#current,MLC,22 May 1916,North-East Province,1916
"Griffiths, Hon Nicholas (Nick) David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3B0525A524EC914C482577E50028A61B?OpenDocument#current,MLC,22 May 1993,East Metropolitan,2009
"Grill, Mr Julian Fletcher",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/832273DE1060B033482577E50028A61C?OpenDocument#current,MLA,19 February 1977,Yilgarn-Dundas; Esperance-Dundas; Eyre,2001
"Grills, Hon Dave",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/368D1F35BBEBBDC648257CB6002DD872?OpenDocument#current,MLC,5 April 2013,Mining and Pastoral,2017
"Grylls, Mr Brendon John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B7218C2D21A96B9448257C75000D7F3A?OpenDocument#current,MLA,24 November 2001,Merredin; Central Wheatbelt; Pilbara,2017
"Guise, Ms Dianne Joy",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E1EE6E9E2E8262AD482577E50028A61E?OpenDocument#current,MLA,10 February 2001,Wanneroo,2008
"Gull, Arthur Courthope",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EB0DC731871A775A482577E50028A61F?OpenDocument#current,MLA,27 October 1905,Swan,1908
"Gull, Thomas Courthope",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/25ADED22694215A148257E5E0014F14B?OpenDocument#current,MLC,26 October 1870,Swan,1872
"Guthrie, Frank",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/59B7BA2DEB5A7852482577E50028A620?OpenDocument#current,MLA,25 March 1950,Bunbury,1955
"Guthrie, Hugh Norman",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/822FDE6F5920947B482577E50028A621?OpenDocument#current,MLA,21 March 1959,Subiaco,1971
"Hackett, John Winthrop",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B326E588B94DDB26482577E50028A622?OpenDocument#current,MLC,29 December 1890,Nominated,1916
"Halden, Hon Stanley (John) John",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7A4903C4A29689A9482577E50028A623?OpenDocument#current,MLC,22 May 1986,North Metropolitan,2000
"Hall, Edmund Henry Hartley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BC5505D31EAED7F0482577E50028A624?OpenDocument#current,MLC,22 May 1928,Central,1947
"Hall, Henry Lyall",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/84FDACB7EB88FFBA482577E50028A626?OpenDocument#current,MLA,5 May 1897,Perth,1901
"Hall, Jack",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2AE4766CC11AC31B482577E50028A627?OpenDocument#current,MLA,7 April 1956,Albany,1970
"Hall, William Reaper",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9E124A1FE0510FE6482577E50028A628?OpenDocument#current,MLC,22 May 1938,North East,1963
"Hallahan, Mrs Elsie (Kay) Kay",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/8D4C72EC24FD97C2482577E50028A62A?OpenDocument#current,MLA MLC,22 May 1983,Armadale,1996
"Hallett, Hon Nigel Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B32E7227F6BA432148257C75000EF4CE?OpenDocument#current,MLC,22 May 2005,South West,2017
"Halligan, Hon Raymond James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/C41610A9A8734CFE482577E50028A62C?OpenDocument#current,MLC,3 June 1997,North Metropolitan,2009
"Hamersley, Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EB8CD1F5290A4DA9482577E50028A62D?OpenDocument#current,MLC,24 December 1890,Toodyay,1894
"Hamersley, Samuel Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1975623B5637255548257E5E0019B6CE?OpenDocument#current,MLC,2 October 1874,Swan,1890
"Hamersley, Vernon",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2B411C8CB4D02857482577E50028A62E?OpenDocument#current,MLC,5 August 1904,East,1946
"Hames, Dr Kim Desmond",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/47C67372BFEA890B48257C75000F11BD?OpenDocument#current,MLA,6 February 1993,Dianella; Yokine; Dawesville,2017
"Hamilton, Ms Emily Louise",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/A66E1491D9B580D6482580E500290065?OpenDocument#current,MLA,11 March 2017,Joondalup,
"Hardey, Richard Watson",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/22399475C9E4C7E3482577E50028A630?OpenDocument#current,MLC,25 July 1876,Nominated,1896
"Hardwick, John Edward",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/9231FA087BF1AC1B482577E50028A631?OpenDocument#current,MLA,20 October 1904,East Perth,1921
"Harman, John Joseph",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/5D26D6B58783A664482577E50028A632?OpenDocument#current,MLA,23 March 1968,Maylands,1986
"Harper, Charles",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2A9717A732263E9B482577E50028A633?OpenDocument#current,MLA,28 March 1878,Beverley,1905
"Harper, Nathaniel White",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/3E2CE91BD4B8263E482577E50028A634?OpenDocument#current,MLA,16 August 1910,Beverley,1914
"Harris, Edgar Henry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4F83EAA3BC2870B1482577E50028A635?OpenDocument#current,MLC,22 May 1920,North-East,1934
"Harrison, Thomas Hamlet",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/21A2EF57996E952F482577E50028A636?OpenDocument#current,MLA,21 October 1914,Avon,1924
"Hart, Thomas George",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/482BDA4E58F9CD92482577E50028A637?OpenDocument#current,MLA,31 March 1962,Roe,1967
"Hartrey, Thomas Augustine",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/E5332F0FAE908297482577E50028A638?OpenDocument#current,MLA,20 February 1971,Boulder-Dundas,1977
"Harvey, Mrs Liza Mary",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D9CEC5B6CC07546B48257C8500251F24?OpenDocument#current,MLA,6 September 2008,Scarborough,
"Hassell, Albert Young",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/4A393947EB96847B482577E50028A639?OpenDocument#current,MLA MLC,10 May 1904,Plantagenet,1904
"Hassell, John Frederick Tasman",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/1368F1B5F264BD58482577E50028A63A?OpenDocument#current,MLC MLA,3 August 1893,Nominated,1901
"Hassell, William Ralph Boucher",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/D2315C7CB0AC7834482577E50028A63C?OpenDocument#current,MLA,19 February 1977,Cottesloe,1990
"Hastie, Robert (Stewart)",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/276C385B79A2664A482577E50028A63D?OpenDocument#current,MLA,24 April 1901,Kanowna,1905
"Hatton, Mr Christopher (Chris) David",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EB6DB79D8467CC5B48257D230004BE98?OpenDocument#current,MLA,9 March 2013,Balcatta,2017
"Hawke, Albert Redvers George*",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DF9C62D9CBCB2E2C482577E50028A63E?OpenDocument#current,MLA,8 April 1933,Northam,1968
"Hay, David Alexander",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/CBBAACC977A2D6DF48257E5E00219ACC?OpenDocument#current,MLC,1 November 1884,Wellington,"NA"
"Hayden, Hon Alyssa Kathleen",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/EDBDB2A6EB24C64048257C7700155B7E?OpenDocument#current,MLC MLA,22 May 2009,Darling Range,2017
"Haynes, Richard Septimus",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FC8483902F683D14482577E50028A63F?OpenDocument#current,MLC,27 July 1896,Central,1902
"Haynes, Samuel Johnson",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/28352FCD8879FBDD482577E50028A640?OpenDocument#current,MLC,16 July 1894,South-East,1910
"Hayward, Thomas",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/2A2913F3B1A54237482577E50028A641?OpenDocument#current,MLA,24 April 1901,Bunbury,1911
"Heal, Stanley",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/FA97BEBD5B89A60A482577E50028A642?OpenDocument#current,MLA,14 February 1953,West Perth,1965
"Healy, Mr Terence (Terry) James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DBF39E13012087AE482580EA002284D6?OpenDocument#current,MLA,11 March 2017,Southern River,
"Hearman, John Merrifield",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/DC8C24B3404B3BD3482577E50028A643?OpenDocument#current,MLA,25 March 1950,Blackwood,1968
"Hearn, Harry",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B0F3D61313E6C94D482577E50028A644?OpenDocument#current,MLC,22 May 1948,Metropolitan,1956
"Heenan, Eric Michael",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/BAF232AA1CE81060482577E50028A645?OpenDocument#current,MLC,22 May 1936,North-East,1968
"Hegney, James",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/931E9585B23BCDF2482577E50028A646?OpenDocument#current,MLA,12 April 1930,Middle Swan,1968
"Hegney, William",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/B6C7E4099B33BF9F482577E50028A647?OpenDocument#current,MLA,18 March 1939,Pilbara,1968
"Heitman, Jack",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/59540D6382914375482577E50028A648?OpenDocument#current,MLC,17 August 1963,Midland,1977
"Heitmann, Edward Ernest",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/44DD7962F0041EA2482577E50028A649?OpenDocument#current,MLA,24 June 1904,Cue,1917 (WA)
"Helm, Hon Thomas (Tom) Richard",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/7AC368C28F4A134C482577E50028A64A?OpenDocument#current,MLC,22 May 1986,North,2001
"Henderson, Ms Yvonne Daphne",https://www.parliament.wa.gov.au/parliament/library/MPHistoricalData.nsf/(Lookup)/562BD14C621B6F94482577E50028A64B?OpenDocument#current,MLA,19 February 1983,Gosnells,1996
