name,page,electorate,from_to,died
"WALKER, Mr Ian Bradley",https://www.parliament.qld.gov.au/members/former/bio?id=3403209191,Mansfield,24 Mar 2012 - 24 Nov 2017,
"WALKER, James Ernest",https://www.parliament.qld.gov.au/members/former/bio?id=1543328117,Ipswich,11 May 1929 - 11 Jun 1932,9 November 1939
"WALLACE, Hon Craig Andrew",https://www.parliament.qld.gov.au/members/former/bio?id=1085923754,Thuringowa,7 Feb 2004 - 23 Mar 2012,
"WALLACE, Donald Smith",https://www.parliament.qld.gov.au/members/former/bio?id=3305262873,Clermont,10 Aug 1883 - 28 Apr 1888,27 May 1900
"WALLACE, George Walter Gordon",https://www.parliament.qld.gov.au/members/former/bio?id=70753226,Cairns,19 May 1956 - 12 Oct 1964,12 October 1964
"WALLIS-SMITH, Edwin",https://www.parliament.qld.gov.au/members/former/bio?id=2477412964,"Cook, Tablelands",1 Jun 1963 - 7 Dec 1974,14 March 1988
"WALSH, Edward Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=8734049,"Bundaberg, Mirani",11 May 1935 - 17 May 1969,26 February 1976
"WALSH, John",https://www.parliament.qld.gov.au/members/former/bio?id=2579286495,Cook,14 Nov 1878 - 10 Aug 1883,13 February 1893
"WALSH, William Henry",https://www.parliament.qld.gov.au/members/former/bio?id=3266480551,"Legislative Council, Maryborough, Warrego",1 Feb 1865 - 4 Apr 1888,5 April 1888
"WANSTALL, Sir Charles Gray",https://www.parliament.qld.gov.au/members/former/bio?id=744687056,Toowong,15 Apr 1944 - 29 Apr 1950,17 October 1999
"WARBURTON, Neville George",https://www.parliament.qld.gov.au/members/former/bio?id=1797941659,Sandgate,12 Nov 1977 - 19 Sep 1992,6 August 2018
"WARNER, Hon Anne Marie, AM",https://www.parliament.qld.gov.au/members/former/bio?id=3089699083,"Kurilpa, South Brisbane",22 Oct 1983 - 15 Jul 1995,
"WARNER, Hon John Herbert",https://www.parliament.qld.gov.au/members/former/bio?id=2037107373,Toowoomba South,7 Dec 1974 - 1 Nov 1986,20 September 1991
"WARREN, Richard James",https://www.parliament.qld.gov.au/members/former/bio?id=603826297,Murrumba,16 Mar 1918 - 11 Jun 1932,5 August 1940
"WARRY, Thomas Symes",https://www.parliament.qld.gov.au/members/former/bio?id=1830693049,East Moreton,27 Oct 1860 - 26 Aug 1863,19 August 1864
"WARWICK, Lynette Robyn",https://www.parliament.qld.gov.au/members/former/bio?id=3441697550,Barron River,15 Jul 1995 - 13 Jun 1998,
"WATERS, Francis John, AM",https://www.parliament.qld.gov.au/members/former/bio?id=2047903501,Kelvin Grove,11 Jun 1932 - 2 Apr 1938,6 August 1990
"WATSON, Dr David John Hopetoun",https://www.parliament.qld.gov.au/members/former/bio?id=3535561136,Moggill,2 Dec 1989 - 7 Feb 2004,
"WATSON, Duncan John Reay",https://www.parliament.qld.gov.au/members/former/bio?id=686686941,Cunningham,29 Oct 1903 - 27 Aug 1904,30 October 1948
"WATSON, John",https://www.parliament.qld.gov.au/members/former/bio?id=4132017110,Fortitude Valley,28 Apr 1888 - 10 Mar 1896,3 July 1912
"WATSON, Robert Hodgson",https://www.parliament.qld.gov.au/members/former/bio?id=1003651015,Mulgrave,29 Apr 1950 - 26 Mar 1959,26 March 1959
"WATT, Murray Patrick",https://www.parliament.qld.gov.au/members/former/bio?id=18636245,Everton,21 Mar 2009 - 23 Mar 2012,
"WATTS, John",https://www.parliament.qld.gov.au/members/former/bio?id=3335747618,"Drayton & Toowoomba, Legislative Council, Western Downs",27 Apr 1860 - 18 Jun 1867,18 November 1902
"WEBBER, John",https://www.parliament.qld.gov.au/members/former/bio?id=421534061,Legislative Council,9 May 1899 - 12 Mar 1904,12 March 1904
"WEIGHTMAN, Phillip John",https://www.parliament.qld.gov.au/members/former/bio?id=2585947238,Cleveland,9 Sep 2006 - 20 Mar 2009,
"WEIR, David",https://www.parliament.qld.gov.au/members/former/bio?id=977763241,Maryborough,31 Mar 1917 - 22 Sep 1929,22 September 1929
"WELD-BLUNDELL, Henry Joseph",https://www.parliament.qld.gov.au/members/former/bio?id=1885232099,Clermont,5 Apr 1879 - 7 Sep 1883,8 September 1901
"WELFORD, Hon Rodney Jon",https://www.parliament.qld.gov.au/members/former/bio?id=3292043457,"Everton, Stafford",2 Dec 1989 - 20 Mar 2009,
"WELLINGTON, Peter William",https://www.parliament.qld.gov.au/members/former/bio?id=1800752533,Nicklin,13 Jun 1998 - 24 Nov 2017,
"WELLINGTON, William John",https://www.parliament.qld.gov.au/members/former/bio?id=923722305,Charters Towers,22 May 1915 - 2 Mar 1939,2 March 1939
"WELLS, Hon Dean MacMillan",https://www.parliament.qld.gov.au/members/former/bio?id=2776622422,Murrumba,1 Nov 1986 - 23 Mar 2012,
"WELSBY, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=3693367816,"Brisbane North, Merthyr",16 Sep 1911 - 22 May 1915,3 February 1941
"WENDT, Wayne Earl",https://www.parliament.qld.gov.au/members/former/bio?id=3272318352,Ipswich West,9 Sep 2006 - 23 Mar 2012,
"WETTENHALL, Stephen Peter Arthur",https://www.parliament.qld.gov.au/members/former/bio?id=3242377240,Barron River,9 Sep 2006 - 23 Mar 2012,
"WHARTON, Hon Claude Alfred, CMG",https://www.parliament.qld.gov.au/members/former/bio?id=3630738004,Burnett,28 May 1960 - 1 Nov 1986,3 January 2003
"WHISH, Claudius Buchanan",https://www.parliament.qld.gov.au/members/former/bio?id=3796904826,Legislative Council,23 Jun 1870 - 22 Apr 1872,28 February 1890
"WHITE, John",https://www.parliament.qld.gov.au/members/former/bio?id=3665054648,Musgrave,4 Apr 1903 - 22 May 1915,13 June 1922
"WHITE, Peter Nicholson Duckett",https://www.parliament.qld.gov.au/members/former/bio?id=1846695251,Southport,12 Nov 1977 - 29 Nov 1980,13 February 2005
"WHITE, Peter",https://www.parliament.qld.gov.au/members/former/bio?id=2462621270,Stanley,10 Aug 1883 - 23 May 1888,4 April 1901
"WHITE, Terence Anthony",https://www.parliament.qld.gov.au/members/former/bio?id=2308664015,Redcliffe,1 Sep 1979 - 2 Dec 1989,
"WHITE, William Duckett",https://www.parliament.qld.gov.au/members/former/bio?id=73247130,Legislative Council,26 Apr 1861 - 5 Aug 1880,11 August 1893
"WHITFORD, Albert Edward Victor",https://www.parliament.qld.gov.au/members/former/bio?id=245388858,Burrum,16 Mar 1918 - 9 Oct 1920,29 January 1924
"WHITTINGHAM, Arthur Herbert",https://www.parliament.qld.gov.au/members/former/bio?id=3552876552,Legislative Council,1 Jul 1912 - 23 Mar 1922,20 June 1927
"WHYTE, Patrick James",https://www.parliament.qld.gov.au/members/former/bio?id=549321793,Mackenzie,29 Apr 1950 - 19 May 1956,16 October 1977
"WIENHOLT, Arnold (Jnr)",https://www.parliament.qld.gov.au/members/former/bio?id=1017574274,Fassifern,2 Oct 1909 - 11 May 1935,10 September 1940
"WIENHOLT, Arnold (Snr)",https://www.parliament.qld.gov.au/members/former/bio?id=4006381019,Warwick,30 May 1863 - 25 Jun 1867,16 January 1895
"WIENHOLT, Edward",https://www.parliament.qld.gov.au/members/former/bio?id=3461050315,"Darling Downs, Western Downs",27 Jul 1870 - 1 Feb 1875,15 January 1904
"WILKINSON, James",https://www.parliament.qld.gov.au/members/former/bio?id=2779856264,Ipswich,31 Mar 1894 - 21 Mar 1896,11 January 1915
"WILLIAMS, Henry Caleb",https://www.parliament.qld.gov.au/members/former/bio?id=3129192381,Ipswich,26 Sep 1868 - 12 Aug 1870,19 August 1871
"WILLIAMS, Herbert",https://www.parliament.qld.gov.au/members/former/bio?id=297219313,Windsor,11 May 1935 - 29 Mar 1941,29 December 1943
"WILLIAMS, Richard Allan",https://www.parliament.qld.gov.au/members/former/bio?id=452911593,Pumicestone,31 Jan 2015 - 24 Nov 2017,
"WILLIAMS, Robert Godfrey Wynn",https://www.parliament.qld.gov.au/members/former/bio?id=2502574167,Charters Towers,27 Apr 1912 - 22 May 1915,8 September 1929
"WILLIAMS, Hon Thomas Lewis",https://www.parliament.qld.gov.au/members/former/bio?id=1184664199,Port Curtis,11 Jun 1932 - 3 May 1947,17 August 1970
"WILSON, Alexander McLachlan",https://www.parliament.qld.gov.au/members/former/bio?id=3091232084,Townsville South,12 Nov 1977 - 1 Nov 1986,29 February 2004
"WILSON, Andrew Heron",https://www.parliament.qld.gov.au/members/former/bio?id=3252035669,Legislative Council,19 Sep 1883 - 29 Aug 1906,29 August 1906
"WILSON, Hon Geoffrey James",https://www.parliament.qld.gov.au/members/former/bio?id=1746326726,Ferny Grove,13 Jun 1998 - 23 Mar 2012,
"WILSON, Naomi Kate Wynn",https://www.parliament.qld.gov.au/members/former/bio?id=3927040130,Mulgrave,15 Jul 1995 - 13 Jun 1998,
"WILSON, Thomas",https://www.parliament.qld.gov.au/members/former/bio?id=123041821,Fortitude Valley,1 Apr 1916 - 19 May 1933,19 May 1933
"WILSON, Walter Horatio",https://www.parliament.qld.gov.au/members/former/bio?id=2614202308,Legislative Council,4 Jul 1885 - 28 Feb 1902,28 February 1902
"WILSON, William",https://www.parliament.qld.gov.au/members/former/bio?id=380003196,Legislative Council,2 Jan 1874 - 6 Jun 1878,23 February 1903
"WIMBLE, Frederick",https://www.parliament.qld.gov.au/members/former/bio?id=1384193790,Cairns,28 Apr 1888 - 29 Apr 1893,3 January 1936
"WINDSOR, Robert Levi",https://www.parliament.qld.gov.au/members/former/bio?id=3887525535,"Fortitude Valley, Ithaca",3 Aug 1957 - 28 May 1966,8 April 1988
"WINSTANLEY, Vernon",https://www.parliament.qld.gov.au/members/former/bio?id=3483434897,"Charters Towers, Queenton",5 Feb 1908 - 11 Jun 1932,10 January 1938
"WOOD, Bill",https://www.parliament.qld.gov.au/members/former/bio?id=2356660407,"Barron River, Cook",17 May 1969 - 7 Dec 1974,
"WOOD, Ernest Gaden Western, MBE",https://www.parliament.qld.gov.au/members/former/bio?id=2190845388,Logan,28 May 1966 - 17 May 1969,5 July 1984
"WOOD, Henry Conwell",https://www.parliament.qld.gov.au/members/former/bio?id=3530539061,Legislative Council,17 Apr 1886 - 31 Dec 1902,18 June 1926
"WOOD, Leslie Arnold",https://www.parliament.qld.gov.au/members/former/bio?id=247717458,"East Toowoomba, North Toowoomba",2 Mar 1946 - 29 Mar 1958,29 March 1958
"WOOD, Peter, OAM",https://www.parliament.qld.gov.au/members/former/bio?id=1216369529,"Toowoomba East, Toowoomba South",28 May 1966 - 7 Dec 1974,24 January 2010
"WOOD, Western",https://www.parliament.qld.gov.au/members/former/bio?id=2292388017,Legislative Council,26 Apr 1861 - 20 Mar 1868,17 April 1878
"WOODFORTH, Jason",https://www.parliament.qld.gov.au/members/former/bio?id=2220955311,Nudgee,24 Mar 2012 - 30 Jan 2015,
"WOODGATE, Margaret Rosemary",https://www.parliament.qld.gov.au/members/former/bio?id=1919643292,"Kurwongbah, Pine Rivers",2 Dec 1989 - 17 Mar 1997,
"WOODS, Michael Joyce Reginald",https://www.parliament.qld.gov.au/members/former/bio?id=573119901,Woothakata,11 Mar 1902 - 2 Oct 1909,12 November 1934
"WOOLMER, Lucas Scott",https://www.parliament.qld.gov.au/members/former/bio?id=483306498,Springwood,15 Jul 1995 - 13 Jun 1998,
"WORDSWORTH, Carlisle Favell",https://www.parliament.qld.gov.au/members/former/bio?id=2591181328,"Cook, Mulgrave",29 Apr 1950 - 7 May 1960,7 May 1960
"WRIGHT, Albert Henry",https://www.parliament.qld.gov.au/members/former/bio?id=2842157035,Bulimba,12 May 1923 - 11 May 1929,20 March 1963
"WRIGHT, Keith Webb",https://www.parliament.qld.gov.au/members/former/bio?id=3506876768,"Rockhampton South, Rockhampton",17 May 1969 - 5 Nov 1984,13 January 2015
"YALDWYN, William Henry",https://www.parliament.qld.gov.au/members/former/bio?id=557126073,Legislative Council,1 May 1860 - 28 Sep 1866,28 September 1866
"YALDWYN, William",https://www.parliament.qld.gov.au/members/former/bio?id=3035990713,Legislative Council,10 Jun 1868 - 15 May 1877,27 July 1919
"YEATES, Herbert",https://www.parliament.qld.gov.au/members/former/bio?id=243331236,East Toowoomba,2 Apr 1938 - 24 Dec 1945,24 December 1945
"YEWDALE, Leslie John",https://www.parliament.qld.gov.au/members/former/bio?id=636011080,Rockhampton North,27 May 1972 - 2 Dec 1989,1 January 1999
"YOUNG, Bruce Cameron",https://www.parliament.qld.gov.au/members/former/bio?id=3273823699,Keppel,24 Mar 2012 - 30 Jan 2015,
"YOUNG, Dennis Charles, AM",https://www.parliament.qld.gov.au/members/former/bio?id=3272416141,Baroona,7 Dec 1974 - 12 Nov 1977,
